,coefficient,gene
1116,-0.0,DHRS9
1117,-0.0,CD5L
1118,0.0,PTGS2
1119,0.0,IGF2BP2
1120,0.0,MAP3K13
1121,-0.0,ST6GAL1
1122,0.0,TBX21
1123,-0.0,VDAC1P1
1124,0.0,FRY
1125,0.0,PICALM
1126,0.0,NSF
1127,0.0,GLI2
1128,0.0,CLASP1
1129,-0.0,MRPS34
1130,-0.0,NOTCH3
1131,-0.0,CLNS1A
1132,0.0,PPP2R2C
1133,0.0,TEAD2
1134,-0.0,EED
1135,0.0,CDHR2
1136,0.0,TSG101
1137,0.0,C17orf85
1138,-0.0,ATP2A3
1139,0.0,CA12
1140,0.0,MGLL
1141,-0.0,NTN4
1142,-0.0,BCS1L
1143,0.0,NUAK1
1144,-0.0,DPP8
1145,-0.0,SLC24A1
1146,-0.0,ZNF532
1147,0.0,SCARF1
1148,-0.0,LMAN1
1149,0.0,PTPLAD1
1150,0.0,IPCEF1
1151,0.0,ZZEF1
1152,0.0,ENO1
1153,0.0,C19orf10
1154,-0.0,ANO8
1155,-0.0,TUBE1
1156,-0.0,ARHGEF10L
1157,-0.0,TXK
1158,-0.0,KCNQ2
1159,0.0,TACR2
1160,-0.0,ACTR6
1161,-0.0,TIPIN
1162,0.0,SRI
1163,0.0,EIF4G3
1164,-0.0,NUP37
1165,0.0,SEMA3A
1166,0.0,GTSE1
1167,2.236783106896337,SEMA3C
1168,0.0,TTC38
1169,0.0,ACAT1
1170,0.0,GRAMD4
1171,0.0,CELSR1
1172,0.0,ZNF638
1173,0.0,SLC25A40
1174,0.0,TIMM21
1175,0.0,ADD2
1176,0.0,RASAL2
1177,0.0,VPS9D1
1178,0.0,ZNF37A
1179,-0.0,MARK3
1180,-0.0,SLC25A3
1181,0.0,FNDC3B
1182,0.0,FOSL2
1183,-0.0,CACNG4
1184,-0.0,FRYL
1185,-0.0,TMEM131
1186,0.0,FSCN1
1187,0.0,ACTB
1188,0.0,MOCOS
1189,-0.0,PLD1
1190,-0.0,WDR62
1191,-0.0,DLG1
1192,0.0,RAB7A
1193,0.0,BCAP29
1194,-0.0,SEC31B
1195,-0.0,SART3
1196,-0.0,ARHGAP15
1197,-0.0,EXOSC7
1198,0.0,KIFAP3
1199,0.0,MKRN2
1200,-0.0,MCM6
1201,0.0,REXO2
1202,-0.0,RBM7
1203,-0.0,RBMS2
1204,-0.0,BAZ2A
1205,-0.0,PTPN23
1206,-0.0,MLH1
1207,-0.0,UNG
1208,0.0,FMO4
1209,0.0,KLHL20
1210,0.0,RGS11
1211,0.0,SLC46A1
1212,-0.0,PLXNA2
1213,0.0,SPAG5
1214,-0.0,ANKRD13A
1215,0.0,TPD52
1216,0.0,ACACB
1217,0.0,TRAF4
1218,-0.0,PAG1
1219,-0.0,GPATCH1
1220,-0.0,ICAM3
1221,0.0,NT5C2
1222,-0.0,MCAM
1223,-0.0,GPC4
1224,-0.0,MBNL3
1225,0.0,CAMSAP3
1226,-0.0,RAP1GAP
1227,-0.0,XAB2
1228,0.0,ARHGEF1
1229,0.0,STXBP2
1230,-0.0,MAP2K7
1231,0.0,DGKD
1232,-0.0,CTTNBP2
1233,0.0,RARB
1234,-0.0,TOP2B
1235,0.0,TM9SF3
1236,-0.0,NFKB2
1237,-0.0,UBE2T
1238,-0.0,PPP1R12B
1239,0.0,DNAJC10
1240,0.0,GTF3C1
1241,0.0,IL4R
1242,0.0,USP33
1243,-0.0,PAK3
1244,0.0,CAPN6
1245,-0.0,SNRPA
1246,0.5205020624034952,SPAG6
1247,-0.0,EXOSC5
1248,0.0,DYNC1I2
1249,0.0,APBB1IP
1250,-0.0,LRCH4
1251,-0.0,FAM76B
1252,-0.0,SIRT6
1253,0.0,POLD3
1254,0.0,CAPZB
1255,-0.0,GPR137B
1256,-0.0,NAALAD2
1257,0.0,JADE1
1258,0.0,SLC25A43
1259,-0.0,UBE2A
1260,-0.0,FGFR1
1261,0.0,GTF2I
1262,0.0,SMC1B
1263,-0.0,FBLN1
1264,-0.0,ITGA8
1265,-0.0,CST7
1266,0.0,MAP2
1267,0.0,PIAS2
1268,-0.0,AMPH
1269,-0.0,ARAF
1270,-0.0,MCCC1
1271,-0.0,LAMP3
1272,-0.0,NEBL
1273,0.0,ACER3
1274,0.0,UBE2K
1275,0.0,PIK3C3
1276,-0.0,N4BP2
1277,-0.0,C12orf5
1278,-0.0,TULP3
1279,-0.0,SYNJ2
1280,0.0,ADCY2
1281,0.0,PPP2R5C
1282,-0.0,PMS2P1
1283,0.0,GNB1
1284,0.0,HOXA9
1285,0.0,EDN1
1286,-0.0,MLLT10
1287,0.0,ZCWPW1
1288,0.0,P2RY10
1289,-0.0,ITM2A
1290,-0.0,NRD1
1291,0.0,VDAC3
1292,0.0,PCM1
1293,-0.0,TNRC6C
1294,-0.0,CBFA2T2
1295,0.0,ITCH
1296,-0.0,TP53INP2
1297,0.0,SDF4
1298,-0.0,MYH7B
1299,-0.0,TP73
1300,0.0,TOLLIP
1301,0.0,UBE2D4
1302,-0.0,THOC1
1303,-0.0,FKBP7
1304,0.0,OSBPL6
1305,0.0,SLC1A3
1306,0.0,XRCC5
1307,0.0,LXN
1308,-0.0,SP140
1309,-0.0,MKNK1
1310,0.0,TNS1
1311,-0.0,REXO1
1312,0.0,SAR1A
1313,-0.0,CDC14A
1314,0.0,RAPGEF3
1315,0.0,CEACAM1
1316,0.0,SENP1
1317,0.0,DUSP13
1318,-0.0,CIC
1319,-0.0,LIPE
1320,-0.0,FDFT1
1321,-0.0,PAFAH1B3
1322,-0.0,OPHN1
1323,0.0,KIF22
1324,-0.0,LRRC16A
1325,0.0,PGM1
1326,-0.0,DDX1
1327,-0.0,DNM2
1328,0.0,EPB41L2
1329,0.0,MOXD1
1330,0.0,STX7
1331,-0.0,RABL2B
1332,0.0,KEAP1
1333,0.0,DDX43
1334,0.0,PTPRH
1335,-0.0,DCT
1336,0.0,SLC35C2
1337,0.0,CRYBG3
1338,-0.0,RFX3
1339,0.0,RIF1
1340,0.0,RAB21
1341,-0.0,SLC4A4
1342,-0.0,SMARCA2
1343,0.0,SESN1
1344,-0.0,MID2
1345,-0.0,COL5A3
1346,-0.0,SRCAP
1347,-0.0,KIAA0020
1348,-0.0,CNOT4
1349,0.0,PSEN1
1350,-0.0,CPOX
1351,0.0,CLDND1
1352,-0.0,MOK
1353,0.0,HSP90AA1
1354,-0.0,RBL1
1355,0.0,DLGAP4
1356,0.0,IGSF9B
1357,0.0,CROCCP3
1358,0.0,NDC80
1359,-0.0,AP4E1
1360,-0.0,RSBN1
1361,0.0,MAGI3
1362,0.0,CXCL2
1363,-0.0,COL4A4
1364,0.0,TCF7
1365,0.0,OSTM1
1366,-0.0,IMPG2
1367,-0.0,PCNP
1368,0.0,EXD2
1369,0.0,ARG2
1370,0.0,MEF2C
1371,0.0,PTPRC
1372,-0.0,PKP1
1373,-0.0,UBA5
1374,0.0,STK17B
1375,0.0,CDC14B
1376,-0.0,ZNF510
1377,-0.0,LRP2
1378,-0.0,ZNF506
1379,0.0,JMJD4
1380,-0.0,DUSP12
1381,-0.0,AACS
1382,-0.0,KIAA0141
1383,1.2779017799707177,PCDHGA2
1384,-0.0,HSPB11
1385,0.0,PHLPP1
1386,-0.0,ATP8B1
1387,-0.0,IL12RB2
1388,-0.0,SMARCD3
1389,-0.0,WDR70
1390,-0.0,FYB
1391,0.0,STRADB
1392,-0.0,BZW1
1393,0.0,C1QTNF3
1394,0.0,ME2
1395,0.0,C5orf22
1396,-0.0,CCNT2
1397,0.0,FAM135A
1398,0.07714748290617662,COL19A1
1399,0.0,EPB41L3
1400,0.0,COBLL1
1401,-0.0,DLG3
1402,-0.0,TRAF5
1403,-0.0,MRPL22
1404,-0.0,GEMIN5
1405,-0.0,NFE2L1
1406,0.0,GSK3B
1407,-0.0,ITGB5
1408,0.0,ERC1
1409,0.0,XPO1
1410,0.0,RNF13
1411,0.0,PALB2
1412,-0.0,DOPEY1
1413,0.0,LYRM2
1414,-0.0,BCKDHB
1415,0.0,KAT6A
1416,-0.0,ZCCHC6
1417,-0.0,ULK2
1418,-0.0,TNPO1
1419,0.0,PLOD1
1420,0.0,P2RX5
1421,0.0,ITGAE
1422,0.0,DIS3
1423,0.0,PIBF1
1424,-0.0,TDRD3
1425,-0.0,NUFIP1
1426,0.0,PDS5B
1427,-0.0,OXCT1
1428,-0.0,RRAGB
1429,-0.0,CYLD
1430,-0.0,SLC27A5
1431,0.0,ZNF324
1432,-0.0,ZNF671
1433,0.0,ZNF416
1434,-0.0,ZNF586
1435,0.0,ZNF446
1436,-0.0,ZNF264
1437,-0.0,RPS5
1438,0.0,FAT1
1439,-0.0,YTHDC1
1440,0.0,CHMP2B
1441,0.0,SMAP2
1442,-0.0,PPIE
1443,0.0,ZMPSTE24
1444,0.0,STARD7
1445,-0.0,NOA1
1446,0.0,REST
1447,-0.0,HAL
1448,-0.0,SSH1
1449,0.0,GSTP1
1450,0.0,APLP2
1451,0.0,KIAA1467
1452,-0.0,WBP11
1453,-0.0,EIF3I
1454,0.0,COL16A1
1455,0.0,TXLNA
1456,-0.0,NCOA1
1457,-0.0,AGBL5
1458,0.0,EFR3B
1459,0.0,KIF3C
1460,0.0,RAB10
1461,-0.0,HADHA
1462,0.0,MAPRE3
1463,-0.0,CAD
1464,0.0,CD59
1465,0.0,CD82
1466,0.0,BCORL1
1467,-0.0,ATRX
1468,-0.0,TAF9
1469,0.0,FCN1
1470,-0.0,MYNN
1471,-0.0,MECOM
1472,0.0,SCAMP1
1473,0.0,PREP
1474,0.0,HACE1
1475,0.0,SEH1L
1476,-0.0,WDR47
1477,0.0,WDFY1
1478,-0.0,OVGP1
1479,0.0,SLC25A24
1480,-0.0,MAP3K4
1481,-0.0,PILRA
1482,0.0,IGSF9
1483,-0.0,ABCB1
1484,0.0,ZNF213
1485,-0.0,AKR1B1
1486,0.0,CPNE3
1487,0.0,RRN3
1488,0.0,CTTN
1489,0.0,WNT11
1490,-0.0,MTIF2
1491,-0.0,DDHD2
1492,0.0,TTC39A
1493,0.0,EPS15
1494,-0.0,ORC1
1495,0.0,MGST2
1496,-0.0,CHERP
1497,-0.0,ATG16L1
1498,0.0,USP40
1499,-0.0,POMGNT1
1500,0.0,RAD54L
1501,0.0,MAST2
1502,0.0,DNAJA1
1503,0.0,B4GALT1
1504,0.0,CHMP5
1505,0.0,NFX1
1506,0.0,DIMT1
1507,0.0,IPO11
1508,-0.0,FOLH1
1509,0.0,EIF2AK1
1510,-0.0,NME8
1511,-0.0,EPDR1
1512,0.0,SNX10
1513,0.0,SEPHS1
1514,-0.0,MRPL28
1515,0.0,HBQ1
1516,-0.0,ITPKC
1517,0.0,CEACAM6
1518,-0.0,RBM22
1519,-0.0,TMED2
1520,0.0,ERO1LB
1521,-0.0,ZFAND6
1522,-0.0,TXLNG
1523,-0.0,PPEF1
1524,0.0,LAT2
1525,-0.0,HUWE1
1526,0.0,ZW10
1527,-0.0,ALG9
1528,0.0,MYBPC2
1529,-0.0,ACOX3
1530,0.0,MTMR2
1531,-0.0,PPP1R15A
1532,-0.0,HSD17B14
1533,-0.0,TRIP6
1534,-0.0,ACHE
1535,0.0,FTL
1536,-0.0,SRRT
1537,-0.0,BAX
1538,0.0,NLK
1539,-0.0,PIGS
1540,1.3281516935166644,ADAMTS2
1541,-0.0,ATXN7L3
1542,-0.0,PGS1
1543,-0.0,PSMC5
1544,-0.0,UIMC1
1545,-0.0,CETP
1546,0.0,MMP2
1547,-0.0,LPCAT2
1548,-0.0,GNAO1
1549,-0.0,OGFOD1
1550,0.0,SH3BP2
1551,-0.0,NOP14
1552,0.0,ADD1
1553,-0.0,L2HGDH
1554,-0.0,TXNDC16
1555,-0.0,C14orf166
1556,-0.11569030968668437,NID2
1557,0.0,GMCL1
1558,0.0,SF3B2
1559,0.0,KLHL42
1560,0.0,GNAS
1561,-0.0,DNM1L
1562,0.0,PTHLH
1563,-0.0,PHACTR3
1564,0.0,ERGIC2
1565,-0.0,AURKA
1566,-0.0,CASS4
1567,-0.0,PIR
1568,0.0,AAMDC
1569,-0.0,RFX2
1570,0.0,METTL2A
1571,-0.0,ALG6
1572,0.0,CNOT3
1573,-0.0,GP6
1574,-0.0,PTPN4
1575,-0.0,DDX18
1576,-0.0,KHSRP
1577,0.0,GNA11
1578,0.0,ASAP3
1579,0.0,EDEM2
1580,0.0,DNMT3B
1581,0.0,TPX2
1582,0.0,FER1L4
1583,-0.0,PDRG1
1584,0.0,EPB41L1
1585,0.0,DOCK9
1586,-0.0,ANKRD10
1587,0.0,TGDS
1588,0.0,DOCK3
1589,-0.0,C3orf18
1590,0.0,COQ9
1591,-0.0,TMEM40
1592,-0.0,KIF9
1593,0.0,CRLS1
1594,-0.0,PPP1R13B
1595,0.0,ATRN
1596,0.0,SMOX
1597,-0.0,SIGLEC1
1598,0.0,FKBP1A
1599,0.0,NSFL1C
1600,0.0,SLC4A11
1601,-0.0,C20orf194
1602,0.0,ZNF343
1603,-0.0,EBF4
1604,-0.0,CPXM1
1605,0.0,MAVS
1606,0.0,LZTS3
1607,-0.0,XRN2
1608,-0.0,PLK1S1
1609,0.0,DYNLL1
1610,0.0,TESC
1611,-0.0,SNX5
1612,-0.0,RPL6
1613,-0.0,SIRPG
1614,-0.0,MAPKAPK5
1615,0.0,P2RX7
1616,-0.0,ESF1
1617,0.0,RBBP9
1618,-0.0,ANAPC5
1619,0.0,SLC23A2
1620,-0.0,SLC8B1
1621,0.0,TMEM230
1622,-0.0,DZANK1
1623,-0.0,KDM2B
1624,-0.0,TASP1
1625,-0.0,OAS1
1626,-0.0,GCN1L1
1627,-0.0,RPLP0
1628,0.0,PXN
1629,0.0,SIRT4
1630,0.0,RPH3A
1631,-0.0,KIF16B
1632,0.0,TRMT6
1633,-0.0,CHGB
1634,-0.0,PEBP1
1635,0.0,BRAP
1636,-0.0,ERP29
1637,0.0,FUS
1638,-0.0,IGBP1
1639,0.0,FXYD5
1640,0.0,ZNF302
1641,-0.0,GRAMD1A
1642,-0.0,FXYD3
1643,0.0,HEPH
1644,0.0,CDIP1
1645,0.0,CMTM1
1646,-0.0,KCNH4
1647,-0.0,GANAB
1648,-0.0,GMIP
1649,-0.0,RBM41
1650,0.0,BIRC5
1651,-0.0,LAG3
1652,0.0,MLF2
1653,0.0,OTUB2
1654,-0.0,DDX24
1655,-0.0,ZBTB25
1656,-0.0,NECAP1
1657,0.0,ARHGAP4
1658,-0.0,ANKRD24
1659,0.0,DHX32
1660,0.0,RCOR1
1661,-0.0,GPATCH2L
1662,0.0,LTBP4
1663,0.0,BLVRB
1664,0.0,SLC9A1
1665,0.0,SPTLC1
1666,0.0,PAPOLA
1667,-0.0,CCNK
1668,-0.0,PCBP4
1669,-0.0,RGS1
1670,0.0,YPEL3
1671,-0.0,MRPS33
1672,-0.0,NDUFB2
1673,-0.0,NUDC
1674,0.0,MAEA
1675,0.0,ICAM1
1676,0.0,STRN4
1677,0.0,IRAK3
1678,0.0,LYZ
1679,0.0,MUL1
1680,0.0,TFAP4
1681,0.0,PDCD7
1682,0.0,SPG21
1683,-0.0,DNAJB11
1684,0.0,LEPREL1
1685,-0.0,FLT3LG
1686,0.0,RAB11FIP3
1687,0.0,GNPTG
1688,0.0,ZNF268
1689,0.0,GOLGA3
1690,-0.0,PABPC4
1691,0.0,CD209
1692,-0.0,CERS4
1693,-0.0,MCOLN1
1694,0.0,USP48
1695,0.0,EFNB1
1696,-0.0,PDPR
1697,0.0,AARS
1698,-0.0,GLG1
1699,0.0,KIF4A
1700,-0.0,TNRC6A
1701,-0.0,FCGBP
1702,-0.0,PLEKHG2
1703,0.0,DLL3
1704,0.0,NAT14
1705,-0.0,PITPNM2
1706,0.0,EXOC1
1707,-0.0,RBM27
1708,0.0,OSBPL8
1709,0.0,DTX2
1710,0.0,NLRC4
1711,-0.0,PUS7
1712,-0.0,NRCAM
1713,0.0,LAMB1
1714,0.0,SLC26A4
1715,0.0,DLD
1716,0.0,WDR7
1717,0.0,TXNL1
1718,0.0,IL5RA
1719,-0.0,ABCC6
1720,0.0,CMTM6
1721,-0.0,ITGA6
1722,0.0,RAPGEF4
1723,0.0,MLTK
1724,-0.0,FH
1725,0.0,SEL1L3
1726,-0.0,TF
1727,-0.0,CDV3
1728,0.0,MYO15A
1729,-0.0,ALKBH5
1730,-0.0,NLRP1
1731,-0.0,PITPNM3
1732,-0.0,SPAG7
1733,-0.0,ORC6
1734,-0.0,ZC3HC1
1735,-0.0,ESR1
1736,0.0,ANGPT2
1737,-0.0,TMEM101
1738,0.0,CD200
1739,-0.0,CCDC80
1740,-0.0,PSME1
1741,0.0,PPP2R3C
1742,-0.0,HAUS4
1743,0.0,JPH4
1744,0.0,CEBPE
1745,-0.0,SLC7A8
1746,-0.0,OSGEP
1747,-0.0,SLC22A17
1748,-0.0,RNF31
1749,0.0,SCFD1
1750,-0.0,G2E3
1751,-0.0,HECTD1
1752,-0.0,HNRNPC
1753,-0.0,RPGRIP1
1754,0.0,SUPT16H
1755,-0.0,TOX4
1756,-0.0,GEMIN2
1757,0.0,TGM1
1758,0.0,TINF2
1759,-0.0,TBL1Y
1760,0.0,SEMA6A
1761,-0.0,TRPM7
1762,-0.0,TYRO3
1763,-0.0,WDR76
1764,0.0,CAPN3
1765,-0.0,SNAP23
1766,0.0,TBX15
1767,-0.0,PHGDH
1768,-0.0,COL9A3
1769,0.0,EZR
1770,-0.0,MYL6
1771,-0.0,AGO1
1772,-0.0,TEKT2
1773,-0.0,CLSPN
1774,-0.0,RFFL
1775,0.0,UNC13D
1776,-0.0,MFSD11
1777,0.0,DPYSL2
1778,0.0,TGFB2
1779,-0.0,GPATCH2
1780,-0.0,NUP50
1781,-0.0,CDC45
1782,-0.0,COMT
1783,-0.0,CECR1
1784,-0.0,VNN3
1785,0.0,ECHDC1
1786,0.0,LRRFIP2
1787,-0.0,SEC22C
1788,-0.0,XYLB
1789,-0.0,HDAC6
1790,-0.0,CDC6
1791,0.0,UPRT
1792,0.0,CDC23
1793,0.0,AAAS
1794,-0.0,CBX5
1795,0.0,FMO2
1796,0.0,SUCO
1797,-0.0,MSH2
1798,-0.0,MAP3K1
1799,-0.0,DHPS
1800,0.0,HOOK2
1801,-0.0,ARCN1
1802,0.0,EPB41L4B
1803,0.0,TMEM38B
1804,0.0,PSMD5
1805,0.0,PTGS1
1806,0.0,NUP188
1807,0.0,CRAT
1808,0.0,SH2D3C
1809,0.0,NANS
1810,0.0,TBC1D2
1811,0.0,DFNB31
1812,-0.0,CWF19L1
1813,0.0,SEMA4G
1814,-0.0,BTAF1
1815,-0.0,IKZF5
1816,0.0,BLNK
1817,0.0,SORBS1
1818,0.0,BAMBI
1819,-0.0,IL11
1820,0.0,WAC
1821,-0.0,CREM
1822,-0.0,NUBP2
1823,0.0,TPSD1
1824,-0.0,C19orf77
1825,-0.0,HIVEP1
1826,0.0,TREM2
1827,-0.0,CRISP3
1828,0.0,FKBP5
1829,0.0,SRPK1
1830,0.0,BRPF3
1831,0.0,MRPS18A
1832,-0.0,TMEM14A
1833,-0.0,EFHC1
1834,-0.0,NCR2
1835,-0.0,HSP90AB1
1836,-0.0,CDC5L
1837,0.0,ITPR3
1838,0.0,ZNF184
1839,0.0,DSP
1840,0.0,SIRT1
1841,-0.0,HNRNPH3
1842,0.0,IFT74
1843,0.0,JAK2
1844,-0.0,IL12RB1
1845,0.0,ABL1
1846,0.0,ACOT7
1847,0.0,SH3GLB1
1848,-0.0,CDC7
1849,0.0,SYDE2
1850,-0.0,PCSK5
1851,-0.0,SCD
1852,0.0,TMED1
1853,-0.0,ABLIM1
1854,-0.0,ERMP1
1855,0.0,RAB18
1856,0.0,NRP1
1857,-0.0,HSD17B7P2
1858,-0.0,PRTFDC1
1859,-0.0,TSPAN15
1860,0.0,H2AFY2
1861,0.0,FAM21A
1862,0.0,MAST3
1863,-0.0,MZF1
1864,0.0,OCEL1
1865,-0.0,MYO9B
1866,-0.0,KCNK6
1867,0.0,CATSPERG
1868,-0.0,PSMD8
1869,0.0,FBXL19
1870,0.0,STX1B
1871,0.0,HSD3B7
1872,-0.0,SETD1A
1873,-0.0,BCL7C
1874,-0.0,CIRBP
1875,-0.0,ATP5D
1876,0.1334662835445139,C19orf26
1877,0.0,PRKY
1878,-0.0,IGFALS
1879,-0.0,HNRNPM
1880,0.0,2-Mar
1881,-0.0,NDUFB7
1882,-0.0,TECR
1883,-0.0,TIMM13
1884,-0.0,CDC34
1885,-0.0,MTAP
1886,-0.0,MISP
1887,0.0,CEP170B
1888,-0.0,POLR2E
1889,-0.0,POLRMT
1890,0.0,HCN2
1891,0.0,CDHR5
1892,-0.0,IZUMO4
1893,-0.0,RASSF7
1894,-0.0,GADD45B
1895,0.0,PALM
1896,-0.0,MADCAM1
1897,-0.0,MKNK2
1898,-0.0,ARVCF
1899,-0.0,TRMT2A
1900,-0.0,RANBP1
1901,0.0,ZDHHC8
1902,-0.0,KLHL22
1903,-0.0,MED15
1904,0.0,SNAP29
1905,-0.0,CRKL
1906,-0.0,LZTR1
1907,0.0,MMP11
1908,0.05684332819865991,CECR2
1909,-0.0,SMARCB1
1910,0.0,P2RX6
1911,-0.0,DERL3
1912,0.0,BCL2L13
1913,0.0,DDTL
1914,-0.0,DDT
1915,0.0,OSM
1916,-0.0,CABIN1
1917,0.0,TBC1D10A
1918,-0.0,SUSD2
1919,-0.0,SF3A1
1920,-0.0,GGT5
1921,-0.0,RNF215
1922,-0.0,SEC14L2
1923,0.0,SPECC1L
1924,0.0,PPIL2
1925,0.0,UPB1
1926,0.0,YPEL1
1927,-0.0,SNRPD3
1928,-0.0,PES1
1929,0.0,MAPK1
1930,0.0,GGT1
1931,0.0,PRODH
1932,0.0,PPM1F
1933,0.0,SLC35E4
1934,-0.0,TOP3B
1935,-0.0,CYTH4
1936,-0.0,DGCR14
1937,0.0,CRYBB2P1
1938,0.0,MFNG
1939,-0.0,CARD10
1940,-0.0,LRP5L
1941,-0.0,SLC25A1
1942,0.0,ADRBK2
1943,-0.0,LGALS2
1944,-0.0,GGA1
1945,0.0,HIRA
1946,-0.0,SH3BP1
1947,0.0,SEZ6L
1948,0.0,LGALS1
1949,-0.0,HPS4
1950,-0.0,PIK3IP1
1951,-0.0,NOL12
1952,-0.0,SRRD
1953,-0.0,PATZ1
1954,0.0,TRIOBP
1955,-0.0,TFIP11
1956,-0.0,GCAT
1957,-0.0,GGTLC2
1958,-0.0,CRYBB1
1959,0.0,ANKRD54
1960,-0.0,EIF3L
1961,-0.0,NHP2L1
1962,0.0,MICALL1
1963,-0.0,POLR2F
1964,-0.0,CCDC134
1965,0.0,DEPDC5
1966,0.0,PICK1
1967,-0.0,TTC28
1968,-0.0,CENPM
1969,0.0,3-Sep
1970,-0.0,TPTEP1
1971,0.0,KDELR3
1972,0.0,CYP2D6
1973,-0.0,DDX17
1974,-0.0,DMC1
1975,-0.0,TCF20
1976,-0.0,HSCB
1977,0.0,CBY1
1978,-0.0,TOMM22
1979,0.0,XBP1
1980,-0.0,RTCB
1981,-0.0,JOSD1
1982,-0.0,FBXO7
1983,-0.0,GTPBP1
1984,-0.0,POLDIP3
1985,0.0,RAB36
1986,-0.0,TIMP3
1987,-0.0,PPP6R2
1988,-0.0,SBF1
1989,0.0,SUN2
1990,0.0,CYB5R3
1991,0.0,DNAL4
1992,-0.0,LMF2
1993,-0.0,RHBDD3
1994,0.0,PACSIN2
1995,-0.0,TTLL1
1996,0.0,RASL10A
1997,-0.0,AP1B1
1998,0.0,HMGXB4
1999,-0.0,TOM1
2000,0.9521722518430488,NEFH
2001,0.0,CHKB
2002,-0.0,BIK
2003,-0.0,HMOX1
2004,0.0,MCAT
2005,-0.0,THOC5
2006,-0.0,MCM5
2007,0.0,APOBEC3H
2008,-0.0,ARSA
2009,-0.0,TSPO
2010,0.0,RASD2
2011,-0.0,TTLL12
2012,0.0,CBX7
2013,-0.0,PDGFB
2014,0.0,ACR
2015,-0.0,CABP7
2016,-0.0,RPL3
2017,-0.0,ZMAT5
2018,-0.0,RBFOX2
2019,0.0,SYNGR1
2020,-0.0,TAB1
2021,0.0,ASCC2
2022,0.0,MTMR3
2023,-0.0,MIEF1
2024,-0.0,APOL4
2025,0.0,APOL1
2026,-0.0,PNPLA3
2027,0.0,MYH9
2028,0.0,CACNA1I
2029,-0.0,SAMM50
2030,-0.0,TXN2
2031,-0.0,FOXRED2
2032,-0.0,GRAP2
2033,-0.0,EIF3D
2034,0.0,TNRC6B
2035,0.0,SGSM3
2036,-0.0,IFT27
2037,0.0,KIAA0930
2038,-0.0,NCF4
2039,-0.0,CSF2RB
2040,0.0,SLC25A17
2041,0.0,UPK3A
2042,0.0,FAM118A
2043,-0.0,KCTD17
2044,0.0,ST13
2045,0.0,IL2RB
2046,-0.0,RBX1
2047,-0.0,EP300
2048,0.0,L3MBTL2
2049,0.0,CHADL
2050,-0.0,RANGAP1
2051,0.0,ZC3H7B
2052,-0.0,PHF5A
2053,-0.0,ACO2
2054,0.0,POLR3H
2055,-0.0,TRMU
2056,-0.0,PMM1
2057,0.0,DESI1
2058,-0.0,CERK
2059,0.0,BRD1
2060,-0.0,ZBED4
2061,-0.0,MLC1
2062,0.0,HDAC10
2063,0.0,KCNK10
2064,0.0,ABHD4
2065,-0.0,KHNYN
2066,-0.0,FKBP3
2067,-0.0,SDR39U1
2068,-0.0,CTSG
2069,0.0,GZMH
2070,0.0,GZMB
2071,0.0,RBM23
2072,-0.0,PRMT5
2073,0.0,COCH
2074,0.0,AP4S1
2075,-0.0,POLE2
2076,-0.0,VCPKMT
2077,0.0,SOS2
2078,-0.0,CDKL1
2079,0.0,NIN
2080,0.0,PYGL
2081,0.0,TRIM9
2082,-0.0,PSMC6
2083,0.0,GNPNAT1
2084,-0.0,DDHD1
2085,0.0,CDKN3
2086,-0.0,CNIH1
2087,-0.0,CGRRF1
2088,0.0,ATP6V1D
2089,-0.0,PLEK2
2090,0.0,PIGH
2091,-0.0,PSMA3
2092,0.0,VTI1B
2093,-0.0,TIMM9
2094,-0.0,GSTZ1
2095,-0.0,KIAA0586
2096,0.0,TMED8
2097,0.0,SAMD15
2098,0.0,AHSA1
2099,0.0,DAAM1
2100,-0.0,SPTLC2
2101,0.0,RIN3
2102,0.0,LGMN
2103,-0.0,ALKBH1
2104,-0.0,SNW1
2105,0.0,ITPK1
2106,-0.0,DHRS7
2107,-0.0,PPM1A
2108,0.0,ASB2
2109,-0.0,CEP128
2110,0.0,ERH
2111,0.0,HIF1A
2112,0.0,KIAA0247
2113,-0.0,SRSF5
2114,0.0,EIF5
2115,-0.33057820202672505,SLC8A3
2116,-0.0,DICER1
2117,0.0,ZFYVE21
2118,-0.0,MTHFD1
2119,0.0,TCL1A
2120,0.0,ZC3H14
2121,-0.0,TELO2
2122,0.0,PCNX
2123,0.0,GSKIP
2124,-0.0,VRK1
2125,0.0,PSMC1
2126,0.0,PAPLN
2127,-0.0,RPS6KA5
2128,-0.0,SMEK1
2129,-0.0,C14orf93
2130,0.0,PSMB5
2131,-0.0,YY1
2132,-0.0,ACIN1
2133,-0.0,CCNB1IP1
2134,-0.0,TRIP11
2135,-0.0,APEX1
2136,-0.0,PABPN1
2137,-0.0,ARHGAP5
2138,0.0,CINP
2139,0.0,DHRS2
2140,0.0,SRP54
2141,-0.0,CHD8
2142,-0.0,PCK2
2143,-0.0,KIAA0391
2144,-0.0,DCAF11
2145,0.0,PSMA6
2146,-0.0,NFKBIA
2147,0.0,EMC9
2148,-0.0,PSME2
2149,-0.0,BRMS1L
2150,-0.0,REC8
2151,0.0,TM9SF1
2152,0.0,SEC23A
2153,-0.0,GMPR2
2154,-0.0,PNN
2155,0.0,RABGGTA
2156,-0.0,NFATC4
